Current Franchise,Year,Tm,Lg,G,W,L,Ties,W-L%,pythW-L%,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,#Bat,#P,Top Player,Managers,Best Player,WAR,code,Playoff finish,Regular season rank,Attendance Rank
Atlanta Braves,1924,Boston Braves,NL,154,53,100,1,0.346,0.314,8th of 8,40,,520,798,"177,478",29.1,26.6,39,15,J.Barnes (5.2),D.Bancroft (53-100),J.Barnes ,5.2,2,No,5,2
Atlanta Braves,1923,Boston Braves,NL,155,54,100,1,0.351,0.398,7th of 8,41.5,,636,798,"227,802",29.4,29.1,33,12,J.Genewich (4.0),F.Mitchell (54-100),J.Genewich ,4,2,No,5,2
Atlanta Braves,1922,Boston Braves,NL,154,53,100,1,0.346,0.357,8th of 8,39.5,,596,822,"167,965",29.3,28.7,33,16,F.Miller (2.5),F.Mitchell (53-100),F.Miller ,2.5,2,No,6,3
Atlanta Braves,1921,Boston Braves,NL,153,79,74,0,0.516,0.515,4th of 8,15,,721,697,"318,627",28.1,26.5,26,12,J.Oeschger (4.6),F.Mitchell (79-74),J.Oeschger ,4.6,2,No,11,5
Atlanta Braves,1920,Boston Braves,NL,153,62,90,1,0.408,0.389,7th of 8,30,,523,670,"162,483",27.9,26.9,30,12,R.Maranville (2.9),G.Stallings (62-90),R.Maranville ,2.9,2,No,14,6
Atlanta Braves,1919,Boston Braves,NL,140,57,82,1,0.41,0.413,6th of 8,38.5,,465,563,"167,401",28.6,28,39,13,D.Rudolph (4.3),G.Stallings (57-82),D.Rudolph ,4.3,2,No,6,2
Atlanta Braves,1918,Boston Braves,NL,124,53,71,0,0.427,0.454,7th of 8,28.5,,424,469,"84,938",29.1,28.4,37,14,R.Smith (3.7),G.Stallings (53-71),R.Smith ,3.7,2,No,13,7
Atlanta Braves,1917,Boston Braves,NL,157,72,81,4,0.471,0.487,6th of 8,25.5,,536,552,"174,253",27.8,27.5,34,11,R.Maranville (4.5),G.Stallings (72-81),R.Maranville ,4.5,2,No,7,4
Atlanta Braves,1916,Boston Braves,NL,158,89,63,6,0.586,0.581,3rd of 8,4,,542,453,"313,495",27.9,27.9,28,9,R.Maranville (5.3),G.Stallings (89-63),R.Maranville ,5.3,2,No,7,2
Atlanta Braves,1915,Boston Braves,NL,157,83,69,5,0.546,0.53,2nd of 8,7,,582,545,"376,283",27.5,27.2,34,13,S.Magee (4.8),G.Stallings (83-69),S.Magee ,4.8,2,No,2,3
Atlanta Braves,1914,Boston Braves,NL,158,94,59,5,0.614,0.582,1st of 8,--,Won WS (4-0),657,548,"382,913",25.7,25.2,34,12,B.James (8.3),G.Stallings (94-59),B.James ,8.3,2,1,7,3
Atlanta Braves,1913,Boston Braves,NL,154,69,82,3,0.457,0.466,5th of 8,31.5,,641,690,"208,000",26.2,27.7,46,13,D.Rudolph (4.8),G.Stallings (69-82),D.Rudolph ,4.8,2,No,12,8
Atlanta Braves,1912,Boston Braves,NL,155,52,101,2,0.34,0.397,8th of 8,52,,693,871,"121,000",27.5,29.3,37,14,B.Sweeney (5.3),J.Kling (52-101),B.Sweeney ,5.3,2,No,10,6
Atlanta Braves,1911,Boston Rustlers,NL,156,44,107,5,0.291,0.333,8th of 8,54,,699,1021,"116,000",27.8,27.5,43,18,B.Herzog (2.5),F.Tenney (44-107),B.Herzog ,2.5,2,No,,
Atlanta Braves,1910,Boston Doves,NL,157,53,100,4,0.346,0.346,8th of 8,50.5,,495,701,"149,027",26.5,26.8,35,12,B.Brown (4.1),F.Lake (53-100),B.Brown ,4.1,2,No,,
Atlanta Braves,1909,Boston Doves,NL,155,45,108,2,0.294,0.305,8th of 8,65.5,,435,683,"195,188",27,25.9,38,15,C.Curtis (3.5),F.Bowerman (22-54) and H.Smith (23-54),C.Curtis ,3.5,1,No,,
Atlanta Braves,1908,Boston Doves,NL,156,63,91,2,0.409,0.433,6th of 8,36,,537,622,"253,750",30.7,28.3,30,13,B.Dahlen (5.2),J.Kelley (63-91),B.Dahlen ,5.2,1,No,,
Atlanta Braves,1907,Boston Doves,NL,152,58,90,4,0.392,0.383,7th of 8,47,,502,652,"203,221",28.4,28.2,29,10,D.Brain (4.9),F.Tenney (58-90),D.Brain ,4.9,1,No,,
Atlanta Braves,1906,Boston Beaneaters,NL,152,49,102,1,0.325,0.3,8th of 8,66.5,,408,649,"143,280",27.4,26.9,24,9,F.Tenney (3.3),F.Tenney (49-102),F.Tenney ,3.3,1,No,,
Atlanta Braves,1905,Boston Beaneaters,NL,156,51,103,2,0.331,0.306,7th of 8,54.5,,468,733,"150,003",28.5,28.7,23,10,I.Young (8.1),F.Tenney (51-103),I.Young ,8.1,1,No,,
Atlanta Braves,1904,Boston Beaneaters,NL,155,55,98,2,0.359,0.316,7th of 8,51,,491,749,"140,694",27.6,27.6,24,8,T.Pittinger (3.5),A.Buckenberger (55-98),T.Pittinger ,3.5,1,No,,
Atlanta Braves,1903,Boston Beaneaters,NL,140,58,80,2,0.42,0.414,6th of 8,32,,578,699,"143,155",27.6,29.1,17,7,V.Willis (5.7),A.Buckenberger (58-80),V.Willis ,5.7,1,No,,
Atlanta Braves,1902,Boston Beaneaters,NL,142,73,64,5,0.533,0.547,3rd of 8,29,,572,516,"116,960",28.7,27,21,10,V.Willis (8.1),A.Buckenberger (73-64),V.Willis ,8.1,1,No,,
Atlanta Braves,1901,Boston Beaneaters,NL,140,69,69,2,0.5,0.479,5th of 8,20.5,,531,556,"146,502",29.6,27.4,25,5,V.Willis (8.6),F.Selee (69-69),V.Willis ,8.6,1,No,,
Atlanta Braves,1900,Boston Beaneaters,NL,142,66,72,4,0.478,0.524,4th of 8,17,,778,739,"202,000",29.7,26.5,21,8,B.Dinneen (6.9),F.Selee (66-72),B.Dinneen ,6.9,1,No,,
Atlanta Braves,1899,Boston Beaneaters,NL,153,95,57,1,0.625,0.628,2nd of 12,8,,858,645,"200,384",29.4,26.3,27,12,V.Willis (10.0),F.Selee (95-57),V.Willis ,10,1,No,,
Atlanta Braves,1898,Boston Beaneaters,NL,152,102,47,3,0.685,0.655,1st of 12,--,,872,614,"229,275",28.5,25.6,22,7,K.Nichols (11.2),F.Selee (102-47),K.Nichols ,11.2,1,No,,
Atlanta Braves,1897,Boston Beaneaters,NL,135,93,39,3,0.705,0.688,1st of 12,--,,1025,665,"334,800",28.1,26.4,20,7,K.Nichols (11.1),F.Selee (93-39),K.Nichols ,11.1,1,No,,
Atlanta Braves,1896,Boston Beaneaters,NL,132,74,57,1,0.565,0.558,4th of 12,17,,865,761,"240,000",28.1,26.8,22,8,K.Nichols (6.3),F.Selee (74-57),K.Nichols ,6.3,1,No,,
Atlanta Braves,1895,Boston Beaneaters,NL,133,71,60,2,0.542,0.543,6th of 12,16.5,,911,829,"242,000",28.2,25.2,22,9,K.Nichols (9.4),F.Selee (71-60),K.Nichols ,9.4,1,No,,
Atlanta Braves,1894,Boston Beaneaters,NL,133,83,49,1,0.629,0.589,3rd of 12,8,,1220,1002,"152,800",27.5,25.7,22,12,K.Nichols (8.2),F.Selee (83-49),K.Nichols ,8.2,1,No,,
Atlanta Braves,1893,Boston Beaneaters,NL,131,86,43,2,0.667,0.607,1st of 12,--,,1008,795,"193,300",28.3,24.9,18,7,K.Nichols (11.7),F.Selee (86-43),K.Nichols ,11.7,1,No,,
Atlanta Braves,1892,Boston Beaneaters,NL,152,102,48,2,0.68,0.627,1st of 12,--,Won WS (5-0-1),862,649,"146,421",27.6,24.2,19,7,K.Nichols (8.8),F.Selee (102-48),K.Nichols ,8.8,1,1,,
Atlanta Braves,1891,Boston Beaneaters,NL,140,87,51,2,0.63,0.614,1st of 8,--,,847,658,"184,472",27.2,25.1,22,10,J.Clarkson (9.9),F.Selee (87-51),J.Clarkson ,9.9,1,No,,
Atlanta Braves,1890,Boston Beaneaters,NL,134,76,57,1,0.571,0.613,5th of 8,12,,763,593,"147,539",27.1,24.4,19,6,K.Nichols (13.0),F.Selee (76-57),K.Nichols ,13,1,No,,
Atlanta Braves,1889,Boston Beaneaters,NL,133,83,45,5,0.648,0.624,2nd of 8,1,,826,626,,28.9,27.3,17,6,J.Clarkson (16.2),J.Hart (83-45),J.Clarkson ,16.2,1,No,,
Atlanta Braves,1888,Boston Beaneaters,NL,137,70,64,3,0.522,0.535,4th of 8,15.5,,669,619,,27.7,25.5,24,5,B.Nash (5.3),J.Morrill (70-64),B.Nash ,5.3,1,No,,
Atlanta Braves,1887,Boston Beaneaters,NL,127,61,60,6,0.504,0.524,5th of 8,16.5,,834,792,,27.7,24.9,16,5,S.Wise (4.7),K.Kelly (49-43) and J.Morrill (12-17),S.Wise ,4.7,1,No,,
Atlanta Braves,1886,Boston Beaneaters,NL,118,56,61,1,0.479,0.497,5th of 8,30.5,,657,661,,27.8,26.5,17,5,O.Radbourn (4.7),J.Morrill (56-61),O.Radbourn ,4.7,1,No,,
Atlanta Braves,1885,Boston Beaneaters,NL,113,46,66,1,0.411,0.45,5th of 8,41,,528,589,,27,25.5,23,4,C.Buffinton (6.1),J.Morrill (46-66),C.Buffinton ,6.1,1,No,,
Atlanta Braves,1884,Boston Beaneaters,NL,116,73,38,5,0.658,0.667,2nd of 8,10.5,,684,468,,27,24.1,17,5,C.Buffinton (16.3),J.Morrill (73-38),C.Buffinton ,16.3,1,No,,
Atlanta Braves,1883,Boston Beaneaters,NL,98,63,35,0,0.643,0.669,1st of 8,--,,669,456,,25.9,23.8,12,3,J.Whitney (13.5),J.Burdock (30-24) and J.Morrill (33-11),J.Whitney ,13.5,1,No,,
Atlanta Braves,1882,Boston Red Stockings,NL,85,45,39,1,0.536,0.56,3rd of 8,10,,472,414,,26.3,26.1,12,4,J.Whitney (8.4),J.Morrill (45-39),J.Whitney ,8.4,1,No,,
Atlanta Braves,1881,Boston Red Stockings,NL,83,38,45,0,0.458,0.424,6th of 8,17.5,,347,410,,26.3,23.1,17,5,J.Whitney (8.7),H.Wright (38-45),J.Whitney ,8.7,1,No,,
Atlanta Braves,1880,Boston Red Stockings,NL,86,40,44,2,0.476,0.458,6th of 8,27,,416,456,,26.7,24,18,4,J.O'Rourke (2.8),H.Wright (40-44),J.O'Rourke ,2.8,1,No,,
Atlanta Braves,1879,Boston Red Stockings,NL,84,54,30,0,0.643,0.706,2nd of 8,5,,562,348,,25.6,23,13,4,T.Bond (14.3),H.Wright (54-30),T.Bond ,14.3,1,No,,
Atlanta Braves,1878,Boston Red Stockings,NL,60,41,19,0,0.683,0.596,1st of 6,--,,298,241,,26.4,22,10,2,T.Bond (13.4),H.Wright (41-19),T.Bond ,13.4,1,No,,
Atlanta Braves,1877,Boston Red Stockings,NL,61,42,18,1,0.7,0.701,1st of 6,--,,419,263,,26.1,21,12,2,T.Bond (11.5),H.Wright (42-18),T.Bond ,11.5,1,No,,
Atlanta Braves,1876,Boston Red Stockings,NL,70,39,31,0,0.557,0.521,4th of 8,15,,471,450,,24.7,21.9,17,6,G.Wright (3.1),H.Wright (39-31),G.Wright ,3.1,1,No,,
Baltimore Orioles,2019,Baltimore Orioles,AL East,162,54,108,0,0.333,0.367,5th of 5,49,,729,981,"1,307,807",26.5,27.3,58,39,J.Means (4.6),B.Hyde (54-108),J.Means ,4.6,4,No,26,27
Baltimore Orioles,2018,Baltimore Orioles,AL East,162,47,115,0,0.29,0.341,5th of 5,61,,622,892,"1,564,192",28.4,27.1,56,30,M.Machado (2.9),B.Showalter (47-115),M.Machado ,2.9,4,No,25,27
Baltimore Orioles,2017,Baltimore Orioles,AL East,162,75,87,0,0.463,0.444,5th of 5,18,,743,841,"2,028,424",28.6,28.2,50,26,J.Schoop (5.2),B.Showalter (75-87),J.Schoop ,5.2,4,No,16,23
Baltimore Orioles,2016,Baltimore Orioles,AL East,162,89,73,0,0.549,0.518,2nd of 5,4,Lost ALWC (1-0),744,715,"2,172,344",28.5,27.9,47,27,M.Machado (6.9),B.Showalter (89-73),M.Machado ,6.9,4,7,6,20
Baltimore Orioles,2015,Baltimore Orioles,AL East,162,81,81,0,0.5,0.513,3rd of 5,12,,713,693,"2,281,202",27.9,28.3,48,22,M.Machado (7.1),B.Showalter (81-81),M.Machado ,7.1,4,No,15,19
Baltimore Orioles,2014,Baltimore Orioles,AL East,162,96,66,0,0.593,0.578,1st of 5,--,Lost ALCS (4-0),705,593,"2,464,473",28.3,27.7,44,20,S.Pearce (5.9),B.Showalter (96-66),S.Pearce ,5.9,4,3,2,14
Baltimore Orioles,2013,Baltimore Orioles,AL East,162,85,77,0,0.525,0.523,3rd of 5,12,,745,709,"2,357,561",27.8,27.9,52,26,M.Machado (6.7),B.Showalter (85-77),M.Machado ,6.7,4,No,10,18
Baltimore Orioles,2012,Baltimore Orioles,AL East,162,93,69,0,0.574,0.505,2nd of 5,2,Lost LDS (3-2),712,705,"2,102,240",28,27.6,52,26,M.Wieters (4.1),B.Showalter (93-69),M.Wieters ,4.1,4,5,5,21
Baltimore Orioles,2011,Baltimore Orioles,AL East,162,69,93,0,0.426,0.412,5th of 5,28,,708,860,"1,755,461",28.3,28.2,50,27,M.Wieters (5.2),B.Showalter (69-93),M.Wieters ,5.2,4,No,20,26
Baltimore Orioles,2010,Baltimore Orioles,AL East,162,66,96,0,0.407,0.389,5th of 5,30,,613,785,"1,733,019",28.6,28.4,45,23,J.Guthrie (4.5),"D.Trembley (15-39), J.Samuel (17-34) and B.Showalter (34-23)",J.Guthrie ,4.5,4,No,21,24
Baltimore Orioles,2009,Baltimore Orioles,AL East,162,64,98,0,0.395,0.424,5th of 5,39,,741,876,"1,907,163",28.7,28.1,48,27,B.Bergesen (3.3),D.Trembley (64-98),B.Bergesen ,3.3,4,No,22,21
Baltimore Orioles,2008,Baltimore Orioles,AL East,161,68,93,0,0.422,0.452,5th of 5,28.5,,782,869,"1,950,075",30.1,27.9,46,26,N.Markakis (7.4),D.Trembley (68-93),N.Markakis ,7.4,4,No,21,24
Baltimore Orioles,2007,Baltimore Orioles,AL East,162,69,93,0,0.426,0.437,4th of 5,27,,756,868,"2,164,822",30.4,29,49,27,E.Bedard (5.8),S.Perlozzo (29-40) and D.Trembley (40-53),E.Bedard ,5.8,4,No,19,23
Baltimore Orioles,2006,Baltimore Orioles,AL East,162,70,92,0,0.432,0.428,4th of 5,27,,768,899,"2,153,139",30.4,27.9,46,24,M.Tejada (4.5),S.Perlozzo (70-92),M.Tejada ,4.5,4,No,20,20
Baltimore Orioles,2005,Baltimore Orioles,AL East,162,74,88,0,0.457,0.458,4th of 5,21,,729,800,"2,624,740",31.5,28.3,46,20,B.Roberts (7.3),L.Mazzilli (51-56) and S.Perlozzo (23-32),B.Roberts ,7.3,4,No,15,14
Baltimore Orioles,2004,Baltimore Orioles,AL East,162,78,84,0,0.481,0.507,3rd of 5,23,,842,830,"2,744,018",30.5,27.4,47,22,M.Tejada (7.4),L.Mazzilli (78-84),M.Tejada ,7.4,4,No,13,12
Baltimore Orioles,2003,Baltimore Orioles,AL East,163,71,91,1,0.438,0.455,4th of 5,30,,743,820,"2,454,523",29.3,29.2,42,20,M.Mora (4.7),M.Hargrove (71-91),M.Mora ,4.7,4,No,17,10
Baltimore Orioles,2002,Baltimore Orioles,AL East,162,67,95,0,0.414,0.433,4th of 5,36.5,,667,773,"2,682,439",29.2,27.8,46,20,M.Mora (4.7),M.Hargrove (67-95),M.Mora ,4.7,4,No,22,10
Baltimore Orioles,2001,Baltimore Orioles,AL East,162,63,98,1,0.391,0.415,4th of 5,32.5,,687,829,"3,094,841",30.2,27.6,46,22,J.Conine (2.9),M.Hargrove (63-98),J.Conine ,2.9,4,No,22,7
Baltimore Orioles,2000,Baltimore Orioles,AL East,162,74,88,0,0.457,0.436,4th of 5,13.5,,794,913,"3,297,031",32.2,29.1,50,22,M.Mussina (5.6),M.Hargrove (74-88),M.Mussina ,5.6,4,No,16,4
Baltimore Orioles,1999,Baltimore Orioles,AL East,162,78,84,0,0.481,0.52,4th of 5,20,,851,815,"3,433,150",32.5,30.1,43,21,B.Anderson (5.9),R.Miller (78-84),B.Anderson ,5.9,4,No,14,3
Baltimore Orioles,1998,Baltimore Orioles,AL East,162,79,83,0,0.488,0.518,4th of 5,35,,817,785,"3,684,650",33.2,30.5,48,22,R.Palmeiro (6.3),R.Miller (79-83),R.Palmeiro ,6.3,4,No,13,2
Baltimore Orioles,1997,Baltimore Orioles,AL East,162,98,64,0,0.605,0.58,1st of 5,--,Lost ALCS (4-2),812,681,"3,711,132",31.7,30.7,39,17,M.Mussina (5.5),D.Johnson (98-64),M.Mussina ,5.5,4,3,2,2
Baltimore Orioles,1996,Baltimore Orioles,AL East,163,88,74,1,0.543,0.523,2nd of 5,4,Lost ALCS (4-1),949,903,"3,646,950",31.2,28.9,45,23,B.Anderson (6.9),D.Johnson (88-74),B.Anderson ,6.9,4,3,6,2
Baltimore Orioles,1995,Baltimore Orioles,AL East,144,71,73,0,0.493,0.543,3rd of 5,15,,704,640,"3,098,475",30,29.3,46,23,M.Mussina (6.1),P.Regan (71-73),M.Mussina ,6.1,4,No,13,2
Baltimore Orioles,1994,Baltimore Orioles,AL East,112,63,49,0,0.563,0.577,2nd of 5,6.5,,589,497,"2,535,359",30.2,29.1,32,15,M.Mussina (5.4),J.Oates (63-49),M.Mussina ,5.4,4,No,8,4
Baltimore Orioles,1993,Baltimore Orioles,AL East,162,85,77,0,0.525,0.524,3rd of 7,10,,786,745,"3,644,965",29.4,28.4,41,18,C.Hoiles (6.8),J.Oates (85-77),C.Hoiles ,6.8,4,No,9,4
Baltimore Orioles,1992,Baltimore Orioles,AL East,162,89,73,0,0.549,0.533,3rd of 7,7,,705,656,"3,567,819",28.4,27.9,38,16,M.Mussina (8.2),J.Oates (89-73),M.Mussina ,8.2,4,No,5,2
Baltimore Orioles,1991,Baltimore Orioles,AL East,162,67,95,0,0.414,0.432,6th of 7,24,,686,796,"2,552,753",28.2,27.4,42,20,C.Ripken (11.5),F.Robinson (13-24) and J.Oates (54-71),C.Ripken ,11.5,4,No,18,6
Baltimore Orioles,1990,Baltimore Orioles,AL East,161,76,85,0,0.472,0.481,5th of 7,11.5,,669,698,"2,415,189",27.4,26.2,47,21,C.Ripken (7.5),F.Robinson (76-85),C.Ripken ,7.5,4,No,12,8
Baltimore Orioles,1989,Baltimore Orioles,AL East,162,87,75,0,0.537,0.514,2nd of 7,2,,708,686,"2,535,208",27.1,26.9,40,17,C.Ripken (6.7),F.Robinson (87-75),C.Ripken ,6.7,3,No,6,7
Baltimore Orioles,1988,Baltimore Orioles,AL East,161,54,107,0,0.335,0.341,7th of 7,34.5,,550,789,"1,660,738",27.7,27.3,43,21,C.Ripken (5.8),C.Ripken (0-6) and F.Robinson (54-101),C.Ripken ,5.8,3,No,25,19
Baltimore Orioles,1987,Baltimore Orioles,AL East,162,67,95,0,0.414,0.415,6th of 7,31,,729,880,"1,835,692",30.2,27.7,41,18,E.Murray (3.9),C.Ripken (67-95),E.Murray ,3.9,3,No,20,18
Baltimore Orioles,1986,Baltimore Orioles,AL East,162,73,89,0,0.451,0.468,7th of 7,22.5,,708,760,"1,973,176",29.8,28.8,41,17,C.Ripken (6.6),E.Weaver (73-89),C.Ripken ,6.6,3,No,16,9
Baltimore Orioles,1985,Baltimore Orioles,AL East,161,83,78,0,0.516,0.531,4th of 7,16,,818,764,"2,132,387",29.6,28.9,38,15,E.Murray (5.6),"J.Altobelli (29-26), C.Ripken (1-0) and E.Weaver (53-52)",E.Murray ,5.6,3,No,11,11
Baltimore Orioles,1984,Baltimore Orioles,AL East,162,85,77,0,0.525,0.51,5th of 7,19,,681,667,"2,045,784",29.9,28.6,37,15,C.Ripken (10.0),J.Altobelli (85-77),C.Ripken ,10,3,No,8,8
Baltimore Orioles,1983,Baltimore Orioles,AL East,162,98,64,0,0.605,0.592,1st of 7,--,Won WS (4-1),799,652,"2,042,071",29.8,28.2,37,14,C.Ripken (8.2),J.Altobelli (98-64),C.Ripken ,8.2,3,1,2,10
Baltimore Orioles,1982,Baltimore Orioles,AL East,163,94,68,1,0.58,0.554,2nd of 7,1,,774,687,"1,613,031",29.6,29.5,34,13,E.Murray (5.2),E.Weaver (94-68),E.Murray ,5.2,3,No,2,13
Baltimore Orioles,1981,Baltimore Orioles,AL East,105,59,46,0,0.562,0.492,2nd of 7,1,,429,437,"1,024,247",30.3,29.3,34,12,E.Murray (3.7),E.Weaver (59-46),E.Murray ,3.7,3,No,6,12
Baltimore Orioles,1980,Baltimore Orioles,AL East,162,100,62,0,0.617,0.603,2nd of 7,3,,805,640,"1,797,438",29.7,28.8,34,12,A.Bumbry (6.1),E.Weaver (100-62),A.Bumbry ,6.1,3,No,2,11
Baltimore Orioles,1979,Baltimore Orioles,AL East,159,102,57,0,0.642,0.618,1st of 7,--,Lost WS (4-3),757,582,"1,681,009",28.9,27.5,34,12,K.Singleton (5.3),E.Weaver (102-57),K.Singleton ,5.3,3,2,1,11
Baltimore Orioles,1978,Baltimore Orioles,AL East,161,90,71,0,0.559,0.518,4th of 7,9,,659,633,"1,051,724",28.1,26.8,33,15,D.DeCinces (6.8),E.Weaver (90-71),D.DeCinces ,6.8,3,No,7,19
Baltimore Orioles,1977,Baltimore Orioles,AL East,161,97,64,0,0.602,0.544,2nd of 7,2.5,,719,653,"1,195,769",27.9,27.9,38,16,J.Palmer (7.3),E.Weaver (97-64),J.Palmer ,7.3,3,No,5,18
Baltimore Orioles,1976,Baltimore Orioles,AL East,162,88,74,0,0.543,0.516,2nd of 6,10.5,,619,598,"1,058,609",29.5,28.8,37,15,M.Belanger (6.5),E.Weaver (88-74),M.Belanger ,6.5,3,No,6,12
Baltimore Orioles,1975,Baltimore Orioles,AL East,159,90,69,0,0.566,0.595,2nd of 6,4.5,,682,553,"1,002,157",30.3,29.1,34,13,J.Palmer (8.4),E.Weaver (90-69),J.Palmer ,8.4,3,No,5,17
Baltimore Orioles,1974,Baltimore Orioles,AL East,162,91,71,0,0.562,0.534,1st of 6,--,Lost ALCS (3-1),659,612,"962,572",29,28.7,32,11,B.Grich (7.3),E.Weaver (91-71),B.Grich ,7.3,3,3,3,19
Baltimore Orioles,1973,Baltimore Orioles,AL East,162,97,65,0,0.599,0.632,1st of 6,--,Lost ALCS (3-2),754,561,"958,667",28.2,28.8,33,12,B.Grich (8.3),E.Weaver (97-65),B.Grich ,8.3,3,3,2,18
Baltimore Orioles,1972,Baltimore Orioles,AL East,154,80,74,0,0.519,0.585,3rd of 6,5,,519,430,"899,950",28.8,28.8,32,11,J.Palmer (6.1),E.Weaver (80-74),J.Palmer ,6.1,3,No,9,15
Baltimore Orioles,1971,Baltimore Orioles,AL East,158,101,57,0,0.639,0.649,1st of 6,--,Lost WS (4-3),742,530,"1,023,037",29.9,29.5,31,13,B.Robinson (6.0),E.Weaver (101-57),B.Robinson ,6,3,2,1,14
Baltimore Orioles,1970,Baltimore Orioles,AL East,162,108,54,0,0.667,0.643,1st of 6,--,Won WS (4-1),792,574,"1,057,069",28.8,28.5,32,12,J.Palmer (6.4),E.Weaver (108-54),J.Palmer ,6.4,3,1,1,15
Baltimore Orioles,1969,Baltimore Orioles,AL East,162,109,53,0,0.673,0.679,1st of 6,--,Lost WS (4-1),779,517,"1,062,069",28.2,27.7,30,14,F.Robinson (7.5),E.Weaver (109-53),F.Robinson ,7.5,3,2,1,12
Baltimore Orioles,1968,Baltimore Orioles,AL,162,91,71,0,0.562,0.569,2nd of 10,12,,579,497,"943,977",26.9,25.9,33,15,B.Robinson (8.4),H.Bauer (43-37) and E.Weaver (48-34),B.Robinson ,8.4,3,No,3,12
Baltimore Orioles,1967,Baltimore Orioles,AL,161,76,85,0,0.472,0.545,6th of 10,15.5,,654,592,"955,053",26.9,26,41,21,B.Robinson (7.7),H.Bauer (76-85),B.Robinson ,7.7,3,No,11,15
Baltimore Orioles,1966,Baltimore Orioles,AL,160,97,63,0,0.606,0.603,1st of 10,--,Won WS (4-0),755,601,"1,203,366",27,25.7,34,15,F.Robinson (7.7),H.Bauer (97-63),F.Robinson ,7.7,3,1,1,9
Baltimore Orioles,1965,Baltimore Orioles,AL,162,94,68,0,0.58,0.547,3rd of 10,8,,641,578,"781,649",27.4,27.4,34,16,B.Robinson (4.5),H.Bauer (94-68),B.Robinson ,4.5,3,No,4,14
Baltimore Orioles,1964,Baltimore Orioles,AL,163,97,65,1,0.599,0.582,3rd of 10,2,,679,567,"1,116,215",27.9,27.9,37,16,B.Robinson (8.1),H.Bauer (97-65),B.Robinson ,8.1,3,No,3,9
Baltimore Orioles,1963,Baltimore Orioles,AL,162,86,76,0,0.531,0.517,4th of 10,18.5,,644,621,"774,343",27.4,28,34,17,S.Barber (3.8),B.Hitchcock (86-76),S.Barber ,3.8,3,No,8,15
Baltimore Orioles,1962,Baltimore Orioles,AL,162,77,85,0,0.475,0.481,7th of 10,19,,652,680,"790,254",27.3,28,42,17,B.Robinson (6.1),B.Hitchcock (77-85),B.Robinson ,6.1,3,No,13,13
Baltimore Orioles,1961,Baltimore Orioles,AL,163,95,67,1,0.586,0.573,3rd of 10,14,,691,588,"951,089",27.4,27,36,13,J.Gentile (6.9),P.Richards (78-57) and L.Harris (17-10),J.Gentile ,6.9,3,No,4,10
Baltimore Orioles,1960,Baltimore Orioles,AL,154,89,65,0,0.578,0.554,2nd of 8,8,,682,606,"1,187,849",27.8,25.4,41,14,B.Robinson (4.1),P.Richards (89-65),B.Robinson ,4.1,3,No,3,7
Baltimore Orioles,1959,Baltimore Orioles,AL,155,74,80,1,0.481,0.446,6th of 8,20,,551,621,"891,926",30.1,27.4,41,15,H.Wilhelm (6.8),P.Richards (74-80),H.Wilhelm ,6.8,3,No,10,12
Baltimore Orioles,1958,Baltimore Orioles,AL,154,74,79,1,0.484,0.455,6th of 8,17.5,,521,575,"829,991",29.2,27.9,38,14,J.Harshman (5.2),P.Richards (74-79),J.Harshman ,5.2,3,No,9,12
Baltimore Orioles,1957,Baltimore Orioles,AL,154,76,76,2,0.5,0.507,5th of 8,21,,597,588,"1,029,581",29.1,29.9,43,17,B.Gardner (3.7),P.Richards (76-76),B.Gardner ,3.7,3,No,9,9
Baltimore Orioles,1956,Baltimore Orioles,AL,154,69,85,0,0.448,0.405,6th of 8,28,,571,705,"901,201",28.2,30,48,23,B.Nieman (4.0),P.Richards (69-85),B.Nieman ,4,3,No,11,12
Baltimore Orioles,1955,Baltimore Orioles,AL,156,57,97,2,0.37,0.352,7th of 8,39,,540,754,"852,039",29.3,30.7,54,23,J.Wilson (3.5),P.Richards (57-97),J.Wilson ,3.5,3,No,15,11
Baltimore Orioles,1954,Baltimore Orioles,AL,154,54,100,0,0.351,0.356,7th of 8,57,,483,668,"1,060,910",29.8,28.2,38,16,C.Abrams (4.0),J.Dykes (54-100),C.Abrams ,4,3,No,14,7
Baltimore Orioles,1953,St. Louis Browns,AL,154,54,100,0,0.351,0.35,8th of 8,46.5,,555,778,"297,238",28.3,31,38,15,D.Larsen (3.7),M.Marion (54-100),D.Larsen ,3.7,3,No,,
Baltimore Orioles,1952,St. Louis Browns,AL,155,64,90,1,0.416,0.412,7th of 8,31,,604,733,"518,796",27.6,31,48,20,S.Paige (3.2),R.Hornsby (22-29) and M.Marion (42-61),S.Paige ,3.2,3,No,,
Baltimore Orioles,1951,St. Louis Browns,AL,154,52,102,0,0.338,0.338,8th of 8,46,,611,882,"293,790",27,27.7,52,21,N.Garver (6.6),Z.Taylor (52-102),N.Garver ,6.6,3,No,,
Baltimore Orioles,1950,St. Louis Browns,AL,154,58,96,0,0.377,0.369,7th of 8,40,,684,916,"247,131",25.5,27,36,20,N.Garver (8.0),Z.Taylor (58-96),N.Garver ,8,3,No,,
